#,FORM #,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,LATITUDE,LONGITUDE,Who-1,Url-1,Technology-1,Language-1,Site description-1,Country-1,Start Date-1,End Date-1,FIRST NAME,LAST NAME,EMAIL,APPROVED,VERIFIED
1077,1,http://crsmorocco.crowdmap.com,2014-11-26 16:58:00,unknown,http://crsmorocco.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1078,1,http://50.16.231.115/ushahidi,2014-11-26 16:58:00,unknown,http://50.16.231.115/ushahidi,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1079,1,https://iotmap.crowdmap.com,2014-11-26 16:58:00,unknown,https://iotmap.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
1072,1,http://recreation.thepowerofu.com,2014-11-26 16:58:00,unknown,http://recreation.thepowerofu.com,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1073,1,http://monsoons.in,2014-11-26 16:58:00,unknown,http://monsoons.in,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1074,1,https://newyorkcitysubwayalerts.crowdmap.com,2014-11-26 16:58:00,unknown,https://newyorkcitysubwayalerts.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1075,1,http://amaralo.crowdmap.com,2014-11-26 16:58:00,unknown,http://amaralo.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1068,1,https://eduskuntavaalit.crowdmap.com,2014-11-26 16:58:00,unknown,https://eduskuntavaalit.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1069,1,https://problemsmn.crowdmap.com,2014-11-26 16:58:00,unknown,https://problemsmn.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1070,1,https://inttelmexitlab.crowdmap.com,2014-11-26 16:58:00,unknown,https://inttelmexitlab.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
1071,1,http://www.klikjkt.or.id,2014-11-26 16:58:00,unknown,http://www.klikjkt.or.id,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1064,1,https://lorcamonumentos.crowdmap.com,2014-11-26 16:58:00,unknown,https://lorcamonumentos.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1065,1,https://datapharmer.crowdmap.com,2014-11-26 16:58:00,unknown,https://datapharmer.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1066,1,https://gpseath.crowdmap.com,2014-11-26 16:58:00,unknown,https://gpseath.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1067,1,https://barrierfreemb.crowdmap.com,2014-11-26 16:58:00,unknown,https://barrierfreemb.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1061,1,https://waspada.crowdmap.com,2014-11-26 16:58:00,unknown,https://waspada.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1062,1,https://datasetsatneu.crowdmap.com,2014-11-26 16:58:00,unknown,https://datasetsatneu.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1063,1,https://mapanaalum.crowdmap.com,2014-11-26 16:58:00,unknown,https://mapanaalum.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1057,1,https://calumet.crowdmap.com,2014-11-26 16:58:00,unknown,https://calumet.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1058,1,https://hobokenflood.crowdmap.com,2014-11-26 16:58:00,unknown,https://hobokenflood.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1059,1,https://sardiniaopendata.crowdmap.com,2014-11-26 16:58:00,unknown,https://sardiniaopendata.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1060,1,https://rcnorth.crowdmap.com,2014-11-26 16:58:00,unknown,https://rcnorth.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1053,1,http://map.cvu.org.ua,2014-11-26 16:58:00,unknown,http://map.cvu.org.ua,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1054,1,https://agroquimicosjocotepec.crowdmap.com,2014-11-26 16:58:00,unknown,https://agroquimicosjocotepec.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1055,1,https://ctteachersreform.crowdmap.com,2014-11-26 16:58:00,unknown,https://ctteachersreform.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1056,1,http://zombiereports.com,2014-11-26 16:58:00,unknown,http://zombiereports.com,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1050,1,http://www.bgdogs.com,2014-11-26 16:58:00,unknown,http://www.bgdogs.com,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1051,1,https://opennucleariran.crowdmap.com,2014-11-26 16:58:00,unknown,https://opennucleariran.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1052,1,https://zimbabwedoortodoorhivtesting.crowdmap.com,2014-11-26 16:58:00,unknown,https://zimbabwedoortodoorhivtesting.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1046,1,http://upusample.crowdmap.com,2014-11-26 16:58:00,unknown,http://upusample.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1047,1,http://remotesensing.arpa.piemonte.it/geodissesto,2014-11-26 16:58:00,unknown,http://remotesensing.arpa.piemonte.it/geodissesto,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1048,1,https://eastafricamonitor.crowdmap.com,2014-11-26 16:58:00,unknown,https://eastafricamonitor.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1049,1,http://legumen.com/legumen,2014-11-26 16:58:00,unknown,http://legumen.com/legumen,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1045,1,http://egypthazardmap.net,2014-11-26 16:58:00,unknown,http://egypthazardmap.net,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1041,1,https://chrrmw.crowdmap.com,2014-11-26 16:58:00,unknown,https://chrrmw.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1042,1,http://theconcert.crowdmap.com,2014-11-26 16:58:00,unknown,http://theconcert.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1043,1,https://unitedmethdistchurch.crowdmap.com,2014-11-26 16:58:00,unknown,https://unitedmethdistchurch.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1044,1,https://asambleadosdemayo.crowdmap.com,2014-11-26 16:58:00,unknown,https://asambleadosdemayo.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1037,1,https://nycgivesback.crowdmap.com,2014-11-26 16:58:00,unknown,https://nycgivesback.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1038,1,https://housenews.crowdmap.com,2014-11-26 16:58:00,unknown,https://housenews.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1039,1,http://afghandocspracticewcl.crowdmap.com,2014-11-26 16:58:00,unknown,http://afghandocspracticewcl.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1040,1,https://pruebaleonardo1.crowdmap.com,2014-11-26 16:58:00,unknown,https://pruebaleonardo1.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1033,1,http://dotest1.crowdmap.com,2014-11-26 16:58:00,unknown,http://dotest1.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1034,1,https://izuoshima26.crowdmap.com,2014-11-26 16:58:00,unknown,https://izuoshima26.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1035,1,https://petconecte.crowdmap.com,2014-11-26 16:58:00,unknown,https://petconecte.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1036,1,https://testexplodingfootball.crowdmap.com,2014-11-26 16:58:00,unknown,https://testexplodingfootball.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1030,1,http://dslhbitats.crowdmap.com,2014-11-26 16:58:00,unknown,http://dslhbitats.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1031,1,https://pkviolence.crowdmap.com,2014-11-26 16:58:00,unknown,https://pkviolence.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1032,1,http://actionmap.eu,2014-11-26 16:58:00,unknown,http://actionmap.eu,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1027,1,https://safecampus.crowdmap.com,2014-11-26 16:58:00,unknown,https://safecampus.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1028,1,https://statenisland.crowdmap.com,2014-11-26 16:58:00,unknown,https://statenisland.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
1029,1,http://conflict.crowdmap.com,2014-11-26 16:58:00,unknown,http://conflict.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1023,1,https://graffiti.crowdmap.com,2014-11-26 16:58:00,unknown,https://graffiti.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1024,1,http://koalisi-ham.org/ushahidi,2014-11-26 16:58:00,unknown,http://koalisi-ham.org/ushahidi,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1025,1,http://iranhr.net/map,2014-11-26 16:58:00,unknown,http://iranhr.net/map,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1026,1,https://nowcastsa.crowdmap.com,2014-11-26 16:58:00,unknown,https://nowcastsa.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1019,1,https://pizzabattle.crowdmap.com,2014-11-26 16:58:00,unknown,https://pizzabattle.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1020,1,https://digitalsociologymaps.crowdmap.com,2014-11-26 16:58:00,unknown,https://digitalsociologymaps.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1021,1,https://behindthewallsyria.crowdmap.com,2014-11-26 16:58:00,unknown,https://behindthewallsyria.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1022,1,https://londonevents.crowdmap.com,2014-11-26 16:58:00,unknown,https://londonevents.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1015,1,http://www.sudantimes.org,2014-11-26 16:58:00,unknown,http://www.sudantimes.org,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1016,1,https://nmtfminitraining.crowdmap.com,2014-11-26 16:58:00,unknown,https://nmtfminitraining.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1017,1,http://www.kathmandulivinglabs.org/roadreport,2014-11-26 16:58:00,unknown,http://www.kathmandulivinglabs.org/roadreport,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1018,1,https://lakatlan.crowdmap.com,2014-11-26 16:58:00,unknown,https://lakatlan.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1012,1,https://parlamentarias2010.crowdmap.com,2014-11-26 16:58:00,unknown,https://parlamentarias2010.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1013,1,https://rsgovernor.crowdmap.com,2014-11-26 16:58:00,unknown,https://rsgovernor.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1014,1,http://www.ivan-imperial.org/reports,2014-11-26 16:58:00,unknown,http://www.ivan-imperial.org/reports,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1008,1,http://foireovins.com,2014-11-26 16:58:00,unknown,http://foireovins.com,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
1009,1,https://apopa.observatorio.gob.sv,2014-11-26 16:58:00,unknown,https://apopa.observatorio.gob.sv,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1010,1,https://bokosmart.crowdmap.com,2014-11-26 16:58:00,unknown,https://bokosmart.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1011,1,https://pru2012.crowdmap.com,2014-11-26 16:58:00,unknown,https://pru2012.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1004,1,https://intdisp.crowdmap.com,2014-11-26 16:58:00,unknown,https://intdisp.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
1005,1,http://beebelake.crowdmap.com,2014-11-26 16:58:00,unknown,http://beebelake.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1006,1,https://acquapotabile.crowdmap.com,2014-11-26 16:58:00,unknown,https://acquapotabile.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1007,1,https://bakemapper.crowdmap.com,2014-11-26 16:58:00,unknown,https://bakemapper.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1000,1,https://sailorsforsandy.crowdmap.com,2014-11-26 16:58:00,unknown,https://sailorsforsandy.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1001,1,http://shourav.com/save-nature,2014-11-26 16:58:00,unknown,http://shourav.com/save-nature,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
1002,1,https://safeschools3.crowdmap.com,2014-11-26 16:58:00,unknown,https://safeschools3.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
1003,1,http://december18test.crowdmap.com,2014-11-26 16:58:00,unknown,http://december18test.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
997,1,https://tosee.crowdmap.com,2014-11-26 16:58:00,unknown,https://tosee.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
998,1,http://epitirisi.crowdmap.com,2014-11-26 16:58:00,unknown,http://epitirisi.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
999,1,http://luzviminda2dasma.crowdmap.com,2014-11-26 16:58:00,unknown,http://luzviminda2dasma.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
993,1,https://iwitnessindia.crowdmap.com,2014-11-26 16:58:00,unknown,https://iwitnessindia.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
994,1,https://yourmap.crowdmap.com,2014-11-26 16:58:00,unknown,https://yourmap.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
995,1,http://www.exoreports.com,2014-11-26 16:58:00,unknown,http://www.exoreports.com,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
996,1,https://riogrande.crowdmap.com,2014-11-26 16:58:00,unknown,https://riogrande.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
989,1,http://ugroadaccidents.crowdmap.com,2014-11-26 16:58:00,unknown,http://ugroadaccidents.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
990,1,https://grossetoattiva.crowdmap.com,2014-11-26 16:58:00,unknown,https://grossetoattiva.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
991,1,http://alegericorecte.ro,2014-11-26 16:58:00,unknown,http://alegericorecte.ro,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
992,1,https://abstencioncero.crowdmap.com,2014-11-26 16:58:00,unknown,https://abstencioncero.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
985,1,https://ssdefcon.crowdmap.com,2014-11-26 16:58:00,unknown,https://ssdefcon.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
986,1,https://houstonchron.crowdmap.com,2014-11-26 16:58:00,unknown,https://houstonchron.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
987,1,http://www.e-fermi.it/ushahidi,2014-11-26 16:58:00,unknown,http://www.e-fermi.it/ushahidi,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
988,1,http://cinto.invemar.org.co/invasoresmarinos,2014-11-26 16:58:00,unknown,http://cinto.invemar.org.co/invasoresmarinos,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
981,1,http://njsba.crowdmap.com,2014-11-26 16:58:00,unknown,http://njsba.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
982,1,https://krymsk.crowdmap.com,2014-11-26 16:58:00,unknown,https://krymsk.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
983,1,https://gotcha.crowdmap.com,2014-11-26 16:58:00,unknown,https://gotcha.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
984,1,http://sinabung.tikusdarat.net,2014-11-26 16:58:00,unknown,http://sinabung.tikusdarat.net,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
977,1,https://conflictosbolivia.crowdmap.com,2014-11-26 16:58:00,unknown,https://conflictosbolivia.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
978,1,https://lgbthumanrights.crowdmap.com,2014-11-26 16:58:00,unknown,https://lgbthumanrights.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
979,1,https://sustainablechequamegon.crowdmap.com,2014-11-26 16:58:00,unknown,https://sustainablechequamegon.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
980,1,http://lakeland.crowdmap.com,2014-11-26 16:58:00,unknown,http://lakeland.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
974,1,http://www.monithon.it,2014-11-26 16:58:00,unknown,http://www.monithon.it,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
975,1,https://piemonte5stelle.crowdmap.com,2014-11-26 16:58:00,unknown,https://piemonte5stelle.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
976,1,https://hpsandy.crowdmap.com,2014-11-26 16:58:00,unknown,https://hpsandy.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
970,1,http://observatorioruralbogota.gov.co/observadores,2014-11-26 16:58:00,unknown,http://observatorioruralbogota.gov.co/observadores,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
971,1,http://understandinghve.crowdmap.com,2014-11-26 16:58:00,unknown,http://understandinghve.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
972,1,http://2013hsiexercise1.crowdmap.com,2014-11-26 16:58:00,unknown,http://2013hsiexercise1.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
973,1,https://legco2012.crowdmap.com,2014-11-26 16:58:00,unknown,https://legco2012.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
967,1,https://ukrainepravo.crowdmap.com,2014-11-26 16:58:00,unknown,https://ukrainepravo.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
968,1,https://mapasmogu.crowdmap.com,2014-11-26 16:58:00,unknown,https://mapasmogu.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
969,1,https://torino.crowdmap.com,2014-11-26 16:58:00,unknown,https://torino.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
963,1,https://sim.geothings.tw,2014-11-26 16:58:00,unknown,https://sim.geothings.tw,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
964,1,http://sumava.watching.cz,2014-11-26 16:58:00,unknown,http://sumava.watching.cz,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
965,1,http://altornado.crowdmap.com,2014-11-26 16:58:00,unknown,http://altornado.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
966,1,https://fsbparking.crowdmap.com,2014-11-26 16:58:00,unknown,https://fsbparking.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
959,1,http://whereami.crowdmap.com,2014-11-26 16:58:00,unknown,http://whereami.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
960,1,http://kurawa.indonesianbacktrack.or.id/maps,2014-11-26 16:58:00,unknown,http://kurawa.indonesianbacktrack.or.id/maps,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
961,1,http://teamcopper.crowdmap.com,2014-11-26 16:58:00,unknown,http://teamcopper.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
962,1,https://nextgenarabia.crowdmap.com,2014-11-26 16:58:00,unknown,https://nextgenarabia.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
955,1,https://sexualizedviolence.crowdmap.com,2014-11-26 16:58:00,unknown,https://sexualizedviolence.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
956,1,https://sciencebetweenstems.crowdmap.com,2014-11-26 16:58:00,unknown,https://sciencebetweenstems.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
957,1,http://www.stopthebribes.net,2014-11-26 16:58:00,unknown,http://www.stopthebribes.net,"uncategorised,Ushahidi,medium",0,0,,,,,,,,,,,,YES,NO
958,1,http://medialiteracy.crowdmap.com,2014-11-26 16:58:00,unknown,http://medialiteracy.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
951,1,https://digdisdet.crowdmap.com,2014-11-26 16:58:00,unknown,https://digdisdet.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
952,1,http://www.dogwoodtracehoa.com/neighborhood,2014-11-26 16:58:00,unknown,http://www.dogwoodtracehoa.com/neighborhood,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
953,1,https://stopalconsumodisuolo.crowdmap.com,2014-11-26 16:58:00,unknown,https://stopalconsumodisuolo.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
954,1,https://ipprofs.crowdmap.com,2014-11-26 16:58:00,unknown,https://ipprofs.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
947,1,https://sandystories.crowdmap.com,2014-11-26 16:57:00,unknown,https://sandystories.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
948,1,https://may21.crowdmap.com,2014-11-26 16:58:00,unknown,https://may21.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
949,1,http://aversa.crowdmap.com,2014-11-26 16:58:00,unknown,http://aversa.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
950,1,https://zuelligff.crowdmap.com,2014-11-26 16:58:00,unknown,https://zuelligff.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
944,1,http://jamatshibirbrutality.crowdmap.com,2014-11-26 16:57:00,unknown,http://jamatshibirbrutality.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
945,1,http://aztecast.com,2014-11-26 16:57:00,unknown,http://aztecast.com,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
946,1,https://thisisafrica.crowdmap.com,2014-11-26 16:57:00,unknown,https://thisisafrica.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
942,1,https://centralvisayas.crowdmap.com,2014-11-26 16:57:00,unknown,https://centralvisayas.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
943,1,https://zamsolar.crowdmap.com,2014-11-26 16:57:00,unknown,https://zamsolar.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
937,1,https://vlaskamptuinen.crowdmap.com,2014-11-26 16:57:00,unknown,https://vlaskamptuinen.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
938,1,http://ppp.hillel.ru,2014-11-26 16:57:00,unknown,http://ppp.hillel.ru,"uncategorised,Ushahidi,small",0,0,,,,,,,,,,,,YES,NO
939,1,https://smsconnectnamibia.crowdmap.com,2014-11-26 16:57:00,unknown,https://smsconnectnamibia.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
940,1,https://midhudson.crowdmap.com,2014-11-26 16:57:00,unknown,https://midhudson.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
933,1,https://bloqueos.crowdmap.com,2014-11-26 16:57:00,unknown,https://bloqueos.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
934,1,https://tridenyodpad.crowdmap.com,2014-11-26 16:57:00,unknown,https://tridenyodpad.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
935,1,http://demolitionwatch.crowdmap.com,2014-11-26 16:57:00,unknown,http://demolitionwatch.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
936,1,https://ijskaart.crowdmap.com,2014-11-26 16:57:00,unknown,https://ijskaart.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
929,1,https://stopejesinbangladesh.crowdmap.com,2014-11-26 16:57:00,unknown,https://stopejesinbangladesh.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
930,1,http://res100.crowdmap.com,2014-11-26 16:57:00,unknown,http://res100.crowdmap.com,"uncategorised,Crowdmap,small",0,0,,,,,,,,,,,,YES,NO
931,1,https://cursoopendata.crowdmap.com,2014-11-26 16:57:00,unknown,https://cursoopendata.crowdmap.com,"uncategorised,Crowdmap,large",0,0,,,,,,,,,,,,YES,NO
932,1,https://lawfulrebellion.crowdmap.com,2014-11-26 16:57:00,unknown,https://lawfulrebellion.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
925,1,https://oficinasregistroxunta.crowdmap.com,2014-11-26 16:57:00,unknown,https://oficinasregistroxunta.crowdmap.com,"uncategorised,Crowdmap,medium",0,0,,,,,,,,,,,,YES,NO
